"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"11970","*****","0500000US19037","Chickasaw County, Iowa"
"9383","*****","0500000US19039","Clarke County, Iowa"
"16138","*****","0500000US19041","Clay County, Iowa"
"17527","*****","0500000US19043","Clayton County, Iowa"
"46734","*****","0500000US19045","Clinton County, Iowa"
"16998","*****","0500000US19047","Crawford County, Iowa"
"90418","*****","0500000US19049","Dallas County, Iowa"
"8977","*****","0500000US19051","Davis County, Iowa"
"7908","*****","0500000US19053","Decatur County, Iowa"
"17107","*****","0500000US19055","Delaware County, Iowa"
"39227","*****","0500000US19057","Des Moines County, Iowa"
"17260","*****","0500000US19059","Dickinson County, Iowa"
"97193","*****","0500000US19061","Dubuque County, Iowa"
"9322","*****","0500000US19063","Emmet County, Iowa"
"19604","*****","0500000US19065","Fayette County, Iowa"
"15713","*****","0500000US19067","Floyd County, Iowa"
"10091","*****","0500000US19069","Franklin County, Iowa"
"6895","*****","0500000US19071","Fremont County, Iowa"
"8923","*****","0500000US19073","Greene County, Iowa"
"12262","*****","0500000US19075","Grundy County, Iowa"
"10702","*****","0500000US19077","Guthrie County, Iowa"
"14905","*****","0500000US19079","Hamilton County, Iowa"
"10709","*****","0500000US19081","Hancock County, Iowa"
"16924","*****","0500000US19083","Hardin County, Iowa"
"14043","*****","0500000US19085","Harrison County, Iowa"
"19889","*****","0500000US19087","Henry County, Iowa"
"9201","*****","0500000US19089","Howard County, Iowa"
"9518","*****","0500000US19091","Humboldt County, Iowa"
"6862","*****","0500000US19093","Ida County, Iowa"
"16155","*****","0500000US19095","Iowa County, Iowa"
"19348","*****","0500000US19097","Jackson County, Iowa"
"37032","*****","0500000US19099","Jasper County, Iowa"
"18153","*****","0500000US19101","Jefferson County, Iowa"
"150819","*****","0500000US19103","Johnson County, Iowa"
"20575","*****","0500000US19105","Jones County, Iowa"
"10163","*****","0500000US19107","Keokuk County, Iowa"
"14864","*****","0500000US19109","Kossuth County, Iowa"
"33946","*****","0500000US19111","Lee County, Iowa"
"225601","*****","0500000US19113","Linn County, Iowa"
"11125","*****","0500000US19115","Louisa County, Iowa"
"8556","*****","0500000US19117","Lucas County, Iowa"
"11800","*****","0500000US19119","Lyon County, Iowa"
"16148","*****","0500000US19121","Madison County, Iowa"
"22351","*****","0500000US19123","Mahaska County, Iowa"
"33193","*****","0500000US19125","Marion County, Iowa"
"39804","*****","0500000US19127","Marshall County, Iowa"
"15023","*****","0500000US19129","Mills County, Iowa"
"10588","*****","0500000US19131","Mitchell County, Iowa"
"8675","*****","0500000US19133","Monona County, Iowa"
"7761","*****","0500000US19135","Monroe County, Iowa"
"10016","*****","0500000US19137","Montgomery County, Iowa"
"42703","*****","0500000US19139","Muscatine County, Iowa"
"13796","*****","0500000US19141","O'Brien County, Iowa"
"6016","*****","0500000US19143","Osceola County, Iowa"
"15205","*****","0500000US19145","Page County, Iowa"
"8941","*****","0500000US19147","Palo Alto County, Iowa"
"25141","*****","0500000US19149","Plymouth County, Iowa"
"6725","*****","0500000US19151","Pocahontas County, Iowa"
"485418","*****","0500000US19153","Polk County, Iowa"
"93478","*****","0500000US19155","Pottawattamie County, Iowa"
"18391","*****","0500000US19157","Poweshiek County, Iowa"
"4922","*****","0500000US19159","Ringgold County, Iowa"
"9711","*****","0500000US19161","Sac County, Iowa"
"172938","*****","0500000US19163","Scott County, Iowa"
"11544","*****","0500000US19165","Shelby County, Iowa"
"34900","*****","0500000US19167","Sioux County, Iowa"
"97355","*****","0500000US19169","Story County, Iowa"
"16962","*****","0500000US19171","Tama County, Iowa"
"6160","*****","0500000US19173","Taylor County, Iowa"
"12303","*****","0500000US19175","Union County, Iowa"
"7104","*****","0500000US19177","Van Buren County, Iowa"
"35102","*****","0500000US19179","Wapello County, Iowa"
"50867","*****","0500000US19181","Warren County, Iowa"
"22100","*****","0500000US19183","Washington County, Iowa"
"6426","*****","0500000US19185","Wayne County, Iowa"
"36348","*****","0500000US19187","Webster County, Iowa"
"10474","*****","0500000US19189","Winnebago County, Iowa"
"20090","*****","0500000US19191","Winneshiek County, Iowa"
"102687","*****","0500000US19193","Woodbury County, Iowa"
"7422","*****","0500000US19195","Worth County, Iowa"
"12644","*****","0500000US19197","Wright County, Iowa"
"12503","*****","0500000US20001","Allen County, Kansas"
"7877","*****","0500000US20003","Anderson County, Kansas"
"16210","*****","0500000US20005","Atchison County, Kansas"
"4493","175","0500000US20007","Barber County, Kansas"
"26209","*****","0500000US20009","Barton County, Kansas"
"14539","*****","0500000US20011","Bourbon County, Kansas"
"9575","*****","0500000US20013","Brown County, Kansas"
"66890","*****","0500000US20015","Butler County, Kansas"
"2604","*****","0500000US20017","Chase County, Kansas"
"3280","*****","0500000US20019","Chautauqua County, Kansas"
"20017","*****","0500000US20021","Cherokee County, Kansas"
"2639","*****","0500000US20023","Cheyenne County, Kansas"
"2006","*****","0500000US20025","Clark County, Kansas"
"8030","*****","0500000US20027","Clay County, Kansas"
"8831","*****","0500000US20029","Cloud County, Kansas"
"8218","*****","0500000US20031","Coffey County, Kansas"
"1759","175","0500000US20033","Comanche County, Kansas"
"35090","*****","0500000US20035","Cowley County, Kansas"
"38874","*****","0500000US20037","Crawford County, Kansas"
"2826","*****","0500000US20039","Decatur County, Kansas"
"18614","*****","0500000US20041","Dickinson County, Kansas"
"7616","*****","0500000US20043","Doniphan County, Kansas"
"121304","*****","0500000US20045","Douglas County, Kansas"
"2822","*****","0500000US20047","Edwards County, Kansas"
"2502","*****","0500000US20049","Elk County, Kansas"
"28747","*****","0500000US20051","Ellis County, Kansas"
"6176","*****","0500000US20053","Ellsworth County, Kansas"
"36451","*****","0500000US20055","Finney County, Kansas"
"33718","*****","0500000US20057","Ford County, Kansas"
"25643","*****","0500000US20059","Franklin County, Kansas"
"33309","*****","0500000US20061","Geary County, Kansas"
"2650","149","0500000US20063","Gove County, Kansas"
"2464","*****","0500000US20065","Graham County, Kansas"
"7324","*****","0500000US20067","Grant County, Kansas"
"6020","*****","0500000US20069","Gray County, Kansas"
"1156","119","0500000US20071","Greeley County, Kansas"
"6010","*****","0500000US20073","Greenwood County, Kansas"
"2552","*****","0500000US20075","Hamilton County, Kansas"
"5506","*****","0500000US20077","Harper County, Kansas"
"34434","*****","0500000US20079","Harvey County, Kansas"
"3990","*****","0500000US20081","Haskell County, Kansas"
"1872","164","0500000US20083","Hodgeman County, Kansas"
"13249","*****","0500000US20085","Jackson County, Kansas"
"18974","*****","0500000US20087","Jefferson County, Kansas"
"2854","*****","0500000US20089","Jewell County, Kansas"
"597574","*****","0500000US20091","Johnson County, Kansas"
"3863","*****","0500000US20093","Kearny County, Kansas"
"7173","*****","0500000US20095","Kingman County, Kansas"
"2483","*****","0500000US20097","Kiowa County, Kansas"
"19938","*****","0500000US20099","Labette County, Kansas"
"1523","149","0500000US20101","Lane County, Kansas"
"81499","*****","0500000US20103","Leavenworth County, Kansas"
"3013","*****","0500000US20105","Lincoln County, Kansas"
"9687","*****","0500000US20107","Linn County, Kansas"
"2789","*****","0500000US20109","Logan County, Kansas"
"33237","*****","0500000US20111","Lyon County, Kansas"
"28557","*****","0500000US20113","McPherson County, Kansas"
"11865","*****","0500000US20115","Marion County, Kansas"
"9713","*****","0500000US20117","Marshall County, Kansas"
"4120","*****","0500000US20119","Meade County, Kansas"
"33740","*****","0500000US20121","Miami County, Kansas"
"6053","*****","0500000US20123","Mitchell County, Kansas"
"32114","*****","0500000US20125","Montgomery County, Kansas"
"5551","*****","0500000US20127","Morris County, Kansas"
"2656","*****","0500000US20129","Morton County, Kansas"
"10109","*****","0500000US20131","Nemaha County, Kansas"
"16008","*****","0500000US20133","Neosho County, Kansas"
"2838","*****","0500000US20135","Ness County, Kansas"
"5416","*****","0500000US20137","Norton County, Kansas"
"15855","*****","0500000US20139","Osage County, Kansas"
"3494","*****","0500000US20141","Osborne County, Kansas"
"5776","*****","0500000US20143","Ottawa County, Kansas"
"6539","*****","0500000US20145","Pawnee County, Kansas"
"5297","*****","0500000US20147","Phillips County, Kansas"
"24203","*****","0500000US20149","Pottawatomie County, Kansas"
"9324","*****","0500000US20151","Pratt County, Kansas"
"2490","*****","0500000US20153","Rawlins County, Kansas"
"62421","*****","0500000US20155","Reno County, Kansas"
"4607","*****","0500000US20157","Republic County, Kansas"
"9532","*****","0500000US20159","Rice County, Kansas"
"74059","*****","0500000US20161","Riley County, Kansas"
"4985","*****","0500000US20163","Rooks County, Kansas"
"2953","164","0500000US20165","Rush County, Kansas"
"6896","*****","0500000US20167","Russell County, Kansas"
"54384","*****","0500000US20169","Saline County, Kansas"
"4893","*****","0500000US20171","Scott County, Kansas"
"515416","*****","0500000US20173","Sedgwick County, Kansas"
"21902","*****","0500000US20175","Seward County, Kansas"
"177293","*****","0500000US20177","Shawnee County, Kansas"
"2515","*****","0500000US20179","Sheridan County, Kansas"
"5904","*****","0500000US20181","Sherman County, Kansas"
"3594","*****","0500000US20183","Smith County, Kansas"
"4125","*****","0500000US20185","Stafford County, Kansas"
"2030","*****","0500000US20187","Stanton County, Kansas"
"5498","*****","0500000US20189","Stevens County, Kansas"
"22928","*****","0500000US20191","Sumner County, Kansas"
"7748","*****","0500000US20193","Thomas County, Kansas"
"2802","*****","0500000US20195","Trego County, Kansas"
"6877","*****","0500000US20197","Wabaunsee County, Kansas"
"1583","119","0500000US20199","Wallace County, Kansas"
"5474","*****","0500000US20201","Washington County, Kansas"
"2112","*****","0500000US20203","Wichita County, Kansas"
"8600","*****","0500000US20205","Wilson County, Kansas"
"3117","*****","0500000US20207","Woodson County, Kansas"
"165447","*****","0500000US20209","Wyandotte County, Kansas"
"19366","*****","0500000US21001","Adair County, Kentucky"
"21065","*****","0500000US21003","Allen County, Kentucky"
"22580","*****","0500000US21005","Anderson County, Kentucky"
"7914","*****","0500000US21007","Ballard County, Kentucky"
"44026","*****","0500000US21009","Barren County, Kentucky"
"12421","*****","0500000US21011","Bath County, Kentucky"
"26426","*****","0500000US21013","Bell County, Kentucky"
"132368","*****","0500000US21015","Boone County, Kentucky"
"19998","*****","0500000US21017","Bourbon County, Kentucky"
"47361","*****","0500000US21019","Boyd County, Kentucky"
"30090","*****","0500000US21021","Boyle County, Kentucky"
"8308","*****","0500000US21023","Bracken County, Kentucky"
"12802","*****","0500000US21025","Breathitt County, Kentucky"
"20283","*****","0500000US21027","Breckinridge County, Kentucky"
"80921","*****","0500000US21029","Bullitt County, Kentucky"
"12756","*****","0500000US21031","Butler County, Kentucky"
"12679","*****","0500000US21033","Caldwell County, Kentucky"
"38991","*****","0500000US21035","Calloway County, Kentucky"
"93608","*****","0500000US21037","Campbell County, Kentucky"
"4738","*****","0500000US21039","Carlisle County, Kentucky"
"10691","*****","0500000US21041","Carroll County, Kentucky"
"26976","*****","0500000US21043","Carter County, Kentucky"
"15968","*****","0500000US21045","Casey County, Kentucky"
"71470","*****","0500000US21047","Christian County, Kentucky"
"36152","*****","0500000US21049","Clark County, Kentucky"
"20110","*****","0500000US21051","Clay County, Kentucky"
"10175","*****","0500000US21053","Clinton County, Kentucky"
"8940","*****","0500000US21055","Crittenden County, Kentucky"
"6660","*****","0500000US21057","Cumberland County, Kentucky"
"101001","*****","0500000US21059","Daviess County, Kentucky"
"12195","*****","0500000US21061","Edmonson County, Kentucky"
"7461","*****","0500000US21063","Elliott County, Kentucky"
"14187","*****","0500000US21065","Estill County, Kentucky"
"322200","*****","0500000US21067","Fayette County, Kentucky"
"14519","*****","0500000US21069","Fleming County, Kentucky"
"35931","*****","0500000US21071","Floyd County, Kentucky"
"50744","*****","0500000US21073","Franklin County, Kentucky"
"6064","*****","0500000US21075","Fulton County, Kentucky"
"8760","*****","0500000US21077","Gallatin County, Kentucky"
"17554","*****","0500000US21079","Garrard County, Kentucky"
"25107","*****","0500000US21081","Grant County, Kentucky"
"37125","*****","0500000US21083","Graves County, Kentucky"
"26313","*****","0500000US21085","Grayson County, Kentucky"
"11000","*****","0500000US21087","Green County, Kentucky"
"35359","*****","0500000US21089","Greenup County, Kentucky"
"8748","*****","0500000US21091","Hancock County, Kentucky"
"109627","*****","0500000US21093","Hardin County, Kentucky"
"26307","*****","0500000US21095","Harlan County, Kentucky"
"18763","*****","0500000US21097","Harrison County, Kentucky"
"18833","*****","0500000US21099","Hart County, Kentucky"
"45550","*****","0500000US21101","Henderson County, Kentucky"
"15999","*****","0500000US21103","Henry County, Kentucky"
"4461","*****","0500000US21105","Hickman County, Kentucky"
"45044","*****","0500000US21107","Hopkins County, Kentucky"
"13368","*****","0500000US21109","Jackson County, Kentucky"
"768419","*****","0500000US21111","Jefferson County, Kentucky"
"53476","*****","0500000US21113","Jessamine County, Kentucky"
"22427","*****","0500000US21115","Johnson County, Kentucky"
"166552","*****","0500000US21117","Kenton County, Kentucky"
"15041","*****","0500000US21119","Knott County, Kentucky"
"31288","*****","0500000US21121","Knox County, Kentucky"
"14269","*****","0500000US21123","Larue County, Kentucky"
"60631","*****","0500000US21125","Laurel County, Kentucky"
"15604","*****","0500000US21127","Lawrence County, Kentucky"
"7088","*****","0500000US21129","Lee County, Kentucky"
"10081","*****","0500000US21131","Leslie County, Kentucky"
"21936","*****","0500000US21133","Letcher County, Kentucky"
"13345","*****","0500000US21135","Lewis County, Kentucky"
"24493","*****","0500000US21137","Lincoln County, Kentucky"
"9172","*****","0500000US21139","Livingston County, Kentucky"
"27049","*****","0500000US21141","Logan County, Kentucky"
"8226","*****","0500000US21143","Lyon County, Kentucky"
"65485","*****","0500000US21145","McCracken County, Kentucky"
"17333","*****","0500000US21147","McCreary County, Kentucky"
"9202","*****","0500000US21149","McLean County, Kentucky"
"92090","*****","0500000US21151","Madison County, Kentucky"
"12346","*****","0500000US21153","Magoffin County, Kentucky"
"19257","*****","0500000US21155","Marion County, Kentucky"
"31225","*****","0500000US21157","Marshall County, Kentucky"
"11421","*****","0500000US21159","Martin County, Kentucky"
"17122","*****","0500000US21161","Mason County, Kentucky"
"28379","*****","0500000US21163","Meade County, Kentucky"
"6463","*****","0500000US21165","Menifee County, Kentucky"
"21690","*****","0500000US21167","Mercer County, Kentucky"
"10062","*****","0500000US21169","Metcalfe County, Kentucky"
"10616","*****","0500000US21171","Monroe County, Kentucky"
"28042","*****","0500000US21173","Montgomery County, Kentucky"
"13270","*****","0500000US21175","Morgan County, Kentucky"
"30815","*****","0500000US21177","Muhlenberg County, Kentucky"
"45915","*****","0500000US21179","Nelson County, Kentucky"
"7189","*****","0500000US21181","Nicholas County, Kentucky"
"24081","*****","0500000US21183","Ohio County, Kentucky"
"66508","*****","0500000US21185","Oldham County, Kentucky"
"10847","*****","0500000US21187","Owen County, Kentucky"
"4416","*****","0500000US21189","Owsley County, Kentucky"
"14587","*****","0500000US21191","Pendleton County, Kentucky"
"26266","*****","0500000US21193","Perry County, Kentucky"
"58595","*****","0500000US21195","Pike County, Kentucky"
"12283","*****","0500000US21197","Powell County, Kentucky"
"64789","*****","0500000US21199","Pulaski County, Kentucky"
"2139","*****","0500000US21201","Robertson County, Kentucky"
"16795","*****","0500000US21203","Rockcastle County, Kentucky"
"24534","*****","0500000US21205","Rowan County, Kentucky"
"17846","*****","0500000US21207","Russell County, Kentucky"
"55961","*****","0500000US21209","Scott County, Kentucky"
"48100","*****","0500000US21211","Shelby County, Kentucky"
"18319","*****","0500000US21213","Simpson County, Kentucky"
"18945","*****","0500000US21215","Spencer County, Kentucky"
"25572","*****","0500000US21217","Taylor County, Kentucky"
"12334","*****","0500000US21219","Todd County, Kentucky"
"14569","*****","0500000US21221","Trigg County, Kentucky"
"8528","*****","0500000US21223","Trimble County, Kentucky"
"14582","*****","0500000US21225","Union County, Kentucky"
"130836","*****","0500000US21227","Warren County, Kentucky"
"12044","*****","0500000US21229","Washington County, Kentucky"
"20447","*****","0500000US21231","Wayne County, Kentucky"
"13021","*****","0500000US21233","Webster County, Kentucky"
"36252","*****","0500000US21235","Whitley County, Kentucky"
"7188","*****","0500000US21237","Wolfe County, Kentucky"
"26486","*****","0500000US21239","Woodford County, Kentucky"
"62371","*****","0500000US22001","Acadia Parish, Louisiana"
"25572","*****","0500000US22003","Allen Parish, Louisiana"
"125061","*****","0500000US22005","Ascension Parish, Louisiana"
"22236","*****","0500000US22007","Assumption Parish, Louisiana"
"40465","*****","0500000US22009","Avoyelles Parish, Louisiana"
"37387","*****","0500000US22011","Beauregard Parish, Louisiana"
"13391","*****","0500000US22013","Bienville Parish, Louisiana"
"126952","*****","0500000US22015","Bossier Parish, Louisiana"
"243243","*****","0500000US22017","Caddo Parish, Louisiana"
"202858","*****","0500000US22019","Calcasieu Parish, Louisiana"
"9959","*****","0500000US22021","Caldwell Parish, Louisiana"
"6963","*****","0500000US22023","Cameron Parish, Louisiana"
"9586","*****","0500000US22025","Catahoula Parish, Louisiana"
"15854","*****","0500000US22027","Claiborne Parish, Louisiana"
"19533","*****","0500000US22029","Concordia Parish, Louisiana"
"27395","*****","0500000US22031","De Soto Parish, Louisiana"
"443158","*****","0500000US22033","East Baton Rouge Parish, Louisiana"
"6947","*****","0500000US22035","East Carroll Parish, Louisiana"
"19228","*****","0500000US22037","East Feliciana Parish, Louisiana"
"33491","*****","0500000US22039","Evangeline Parish, Louisiana"
"20109","*****","0500000US22041","Franklin Parish, Louisiana"
"22339","*****","0500000US22043","Grant Parish, Louisiana"
"70763","*****","0500000US22045","Iberia Parish, Louisiana"
"32626","*****","0500000US22047","Iberville Parish, Louisiana"
"15822","*****","0500000US22049","Jackson Parish, Louisiana"
"434903","*****","0500000US22051","Jefferson Parish, Louisiana"
"31425","*****","0500000US22053","Jefferson Davis Parish, Louisiana"
"243692","*****","0500000US22055","Lafayette Parish, Louisiana"
"97980","63","0500000US22057","Lafourche Parish, Louisiana"
"14950","*****","0500000US22059","LaSalle Parish, Louisiana"
"47118","*****","0500000US22061","Lincoln Parish, Louisiana"
"140524","*****","0500000US22063","Livingston Parish, Louisiana"
"11137","*****","0500000US22065","Madison Parish, Louisiana"
"25189","*****","0500000US22067","Morehouse Parish, Louisiana"
"38505","*****","0500000US22069","Natchitoches Parish, Louisiana"
"391249","*****","0500000US22071","Orleans Parish, Louisiana"
"154679","*****","0500000US22073","Ouachita Parish, Louisiana"
"23305","*****","0500000US22075","Plaquemines Parish, Louisiana"
"21883","*****","0500000US22077","Pointe Coupee Parish, Louisiana"
"130376","*****","0500000US22079","Rapides Parish, Louisiana"
"8462","*****","0500000US22081","Red River Parish, Louisiana"
"20251","*****","0500000US22083","Richland Parish, Louisiana"
"23915","*****","0500000US22085","Sabine Parish, Louisiana"
"46694","*****","0500000US22087","St. Bernard Parish, Louisiana"
"52856","*****","0500000US22089","St. Charles Parish, Louisiana"
"10227","*****","0500000US22091","St. Helena Parish, Louisiana"
"21142","*****","0500000US22093","St. James Parish, Louisiana"
"43055","*****","0500000US22095","St. John the Baptist Parish, Louisiana"
"82786","*****","0500000US22097","St. Landry Parish, Louisiana"
"53607","*****","0500000US22099","St. Martin Parish, Louisiana"
"50020","*****","0500000US22101","St. Mary Parish, Louisiana"
"258447","*****","0500000US22103","St. Tammany Parish, Louisiana"
"133753","*****","0500000US22105","Tangipahoa Parish, Louisiana"
"4435","*****","0500000US22107","Tensas Parish, Louisiana"
"111297","63","0500000US22109","Terrebonne Parish, Louisiana"
"22270","*****","0500000US22111","Union Parish, Louisiana"
"59787","*****","0500000US22113","Vermilion Parish, Louisiana"
"49315","*****","0500000US22115","Vernon Parish, Louisiana"
"46325","*****","0500000US22117","Washington Parish, Louisiana"
"38813","*****","0500000US22119","Webster Parish, Louisiana"
"26395","*****","0500000US22121","West Baton Rouge Parish, Louisiana"
"10934","*****","0500000US22123","West Carroll Parish, Louisiana"
"15441","*****","0500000US22125","West Feliciana Parish, Louisiana"
"14165","*****","0500000US22127","Winn Parish, Louisiana"
"107958","*****","0500000US23001","Androscoggin County, Maine"
"67431","*****","0500000US23003","Aroostook County, Maine"
"294520","*****","0500000US23005","Cumberland County, Maine"
"29933","*****","0500000US23007","Franklin County, Maine"
"54832","*****","0500000US23009","Hancock County, Maine"
"122158","*****","0500000US23011","Kennebec County, Maine"
"39809","*****","0500000US23013","Knox County, Maine"
"34415","*****","0500000US23015","Lincoln County, Maine"
"57741","*****","0500000US23017","Oxford County, Maine"
"151696","*****","0500000US23019","Penobscot County, Maine"
"16864","*****","0500000US23021","Piscataquis County, Maine"
"35720","*****","0500000US23023","Sagadahoc County, Maine"
"50573","*****","0500000US23025","Somerset County, Maine"
"39723","*****","0500000US23027","Waldo County, Maine"
"31378","*****","0500000US23029","Washington County, Maine"
"206074","*****","0500000US23031","York County, Maine"
"71002","*****","0500000US24001","Allegany County, Maryland"
"575421","*****","0500000US24003","Anne Arundel County, Maryland"
"828193","*****","0500000US24005","Baltimore County, Maryland"
"92094","*****","0500000US24009","Calvert County, Maryland"
"33260","*****","0500000US24011","Caroline County, Maryland"
"168233","*****","0500000US24013","Carroll County, Maryland"
"102889","*****","0500000US24015","Cecil County, Maryland"
"161448","*****","0500000US24017","Charles County, Maryland"
"31994","*****","0500000US24019","Dorchester County, Maryland"
"255955","*****","0500000US24021","Frederick County, Maryland"
"29155","*****","0500000US24023","Garrett County, Maryland"
"253736","*****","0500000US24025","Harford County, Maryland"
"322407","*****","0500000US24027","Howard County, Maryland"
"19456","*****","0500000US24029","Kent County, Maryland"
"1047661","*****","0500000US24031","Montgomery County, Maryland"
"910551","*****","0500000US24033","Prince George's County, Maryland"
"50163","*****","0500000US24035","Queen Anne's County, Maryland"
"113182","*****","0500000US24037","St. Mary's County, Maryland"
"25699","*****","0500000US24039","Somerset County, Maryland"
"37087","*****","0500000US24041","Talbot County, Maryland"
"150575","*****","0500000US24043","Washington County, Maryland"
"103222","*****","0500000US24045","Wicomico County, Maryland"
"51967","*****","0500000US24047","Worcester County, Maryland"
"602274","*****","0500000US24510","Baltimore city, Maryland"
"213505","*****","0500000US25001","Barnstable County, Massachusetts"
"125927","*****","0500000US25003","Berkshire County, Massachusetts"
"563301","*****","0500000US25005","Bristol County, Massachusetts"
"17430","*****","0500000US25007","Dukes County, Massachusetts"
"787038","*****","0500000US25009","Essex County, Massachusetts"
"70529","*****","0500000US25011","Franklin County, Massachusetts"
"466647","*****","0500000US25013","Hampden County, Massachusetts"
"161361","*****","0500000US25015","Hampshire County, Massachusetts"
"1605899","*****","0500000US25017","Middlesex County, Massachusetts"
"11212","*****","0500000US25019","Nantucket County, Massachusetts"
"703740","*****","0500000US25021","Norfolk County, Massachusetts"
"518597","*****","0500000US25023","Plymouth County, Massachusetts"
"801162","*****","0500000US25025","Suffolk County, Massachusetts"
"826655","*****","0500000US25027","Worcester County, Massachusetts"
"10396","*****","0500000US26001","Alcona County, Michigan"
"9098","*****","0500000US26003","Alger County, Michigan"
"117104","*****","0500000US26005","Allegan County, Michigan"
"28431","*****","0500000US26007","Alpena County, Michigan"
"23301","*****","0500000US26009","Antrim County, Michigan"
"15013","*****","0500000US26011","Arenac County, Michigan"
"8337","*****","0500000US26013","Baraga County, Michigan"
"61045","*****","0500000US26015","Barry County, Michigan"
"103506","*****","0500000US26017","Bay County, Michigan"
"17703","*****","0500000US26019","Benzie County, Michigan"
"153797","*****","0500000US26021","Berrien County, Michigan"
"43428","*****","0500000US26023","Branch County, Michigan"
"133943","*****","0500000US26025","Calhoun County, Michigan"
"51613","*****","0500000US26027","Cass County, Michigan"
"26197","*****","0500000US26029","Charlevoix County, Michigan"
"25435","*****","0500000US26031","Cheboygan County, Michigan"
"37418","*****","0500000US26033","Chippewa County, Michigan"
"30655","*****","0500000US26035","Clare County, Michigan"
"78957","*****","0500000US26037","Clinton County, Michigan"
"13904","*****","0500000US26039","Crawford County, Michigan"
"35874","*****","0500000US26041","Delta County, Michigan"
"25373","*****","0500000US26043","Dickinson County, Michigan"
"109730","*****","0500000US26045","Eaton County, Michigan"
"33175","*****","0500000US26047","Emmet County, Michigan"
"406770","*****","0500000US26049","Genesee County, Michigan"
"25312","*****","0500000US26051","Gladwin County, Michigan"
"14715","*****","0500000US26053","Gogebic County, Michigan"
"92640","*****","0500000US26055","Grand Traverse County, Michigan"
"40692","*****","0500000US26057","Gratiot County, Michigan"
"45707","*****","0500000US26059","Hillsdale County, Michigan"
"35890","*****","0500000US26061","Houghton County, Michigan"
"31105","*****","0500000US26063","Huron County, Michigan"
"290923","*****","0500000US26065","Ingham County, Michigan"
"64401","*****","0500000US26067","Ionia County, Michigan"
"25213","*****","0500000US26069","Iosco County, Michigan"
"11099","*****","0500000US26071","Iron County, Michigan"
"70363","*****","0500000US26073","Isabella County, Michigan"
"158174","*****","0500000US26075","Jackson County, Michigan"
"264322","*****","0500000US26077","Kalamazoo County, Michigan"
"17725","*****","0500000US26079","Kalkaska County, Michigan"
"652617","*****","0500000US26081","Kent County, Michigan"
"2102","*****","0500000US26083","Keweenaw County, Michigan"
"11805","*****","0500000US26085","Lake County, Michigan"
"87975","*****","0500000US26087","Lapeer County, Michigan"
"21649","*****","0500000US26089","Leelanau County, Michigan"
"98310","*****","0500000US26091","Lenawee County, Michigan"
"190832","*****","0500000US26093","Livingston County, Michigan"
"6286","*****","0500000US26095","Luce County, Michigan"
"10781","*****","0500000US26097","Mackinac County, Michigan"
"870893","*****","0500000US26099","Macomb County, Michigan"
"24539","*****","0500000US26101","Manistee County, Michigan"
"66403","*****","0500000US26103","Marquette County, Michigan"
"29062","*****","0500000US26105","Mason County, Michigan"
"43481","*****","0500000US26107","Mecosta County, Michigan"
"22902","*****","0500000US26109","Menominee County, Michigan"
"83445","*****","0500000US26111","Midland County, Michigan"
"15075","*****","0500000US26113","Missaukee County, Michigan"
"150000","*****","0500000US26115","Monroe County, Michigan"
"63516","*****","0500000US26117","Montcalm County, Michigan"
"9270","*****","0500000US26119","Montmorency County, Michigan"
"173679","*****","0500000US26121","Muskegon County, Michigan"
"48687","*****","0500000US26123","Newaygo County, Michigan"
"1255340","*****","0500000US26125","Oakland County, Michigan"
"26545","*****","0500000US26127","Oceana County, Michigan"
"20895","*****","0500000US26129","Ogemaw County, Michigan"
"5802","*****","0500000US26131","Ontonagon County, Michigan"
"23323","*****","0500000US26133","Osceola County, Michigan"
"8282","*****","0500000US26135","Oscoda County, Michigan"
"24613","*****","0500000US26137","Otsego County, Michigan"
"289162","*****","0500000US26139","Ottawa County, Michigan"
"12687","*****","0500000US26141","Presque Isle County, Michigan"
"23863","*****","0500000US26143","Roscommon County, Michigan"
"191166","*****","0500000US26145","Saginaw County, Michigan"
"159285","*****","0500000US26147","St. Clair County, Michigan"
"60789","*****","0500000US26149","St. Joseph County, Michigan"
"41179","*****","0500000US26151","Sanilac County, Michigan"
"8031","*****","0500000US26153","Schoolcraft County, Michigan"
"68176","*****","0500000US26155","Shiawassee County, Michigan"
"52683","*****","0500000US26157","Tuscola County, Michigan"
"75416","*****","0500000US26159","Van Buren County, Michigan"
"368385","*****","0500000US26161","Washtenaw County, Michigan"
"1753059","*****","0500000US26163","Wayne County, Michigan"
"33433","*****","0500000US26165","Wexford County, Michigan"
"15826","*****","0500000US27001","Aitkin County, Minnesota"
"353775","*****","0500000US27003","Anoka County, Minnesota"
"34227","*****","0500000US27005","Becker County, Minnesota"
"46784","*****","0500000US27007","Beltrami County, Minnesota"
"40476","*****","0500000US27009","Benton County, Minnesota"
"4974","*****","0500000US27011","Big Stone County, Minnesota"
"67368","*****","0500000US27013","Blue Earth County, Minnesota"
"25076","*****","0500000US27015","Brown County, Minnesota"
"35709","*****","0500000US27017","Carlton County, Minnesota"
"103561","*****","0500000US27019","Carver County, Minnesota"
"29462","*****","0500000US27021","Cass County, Minnesota"
"11876","*****","0500000US27023","Chippewa County, Minnesota"
